ID,Dataset,Recording time,Rain,Rain state,Wind,Sea state,Name,CPA time,Ship ID,SHIPTYPE,DETAILED TYPE,Length
0853,C,279,0,No rain,3.9,2,PILOT 09,150,452,Special Craft,Pilot Vessel,12
0854,C,300,0,No rain,3.6,2,MAERSK VENTURA,150,326,Special Craft,Offshore Supply Ship,81
0855,C,200,0,No rain,8.4,4,LOG IN PANTANAL,109,297,Cargo,Container Ship,182
0856,C,300,0,No rain,7.8,4,BBC SAPPHIRE,150,55,Cargo,General Cargo,154
0857,C,217,0,No rain,11.9,5,PORTO VITORIA,150,467,Fishing,Fishing Vessel,26
0858,C,300,2.2,Moderate,8.5,4,DORNBUSCH,150,154,Cargo,Container Ship,100
0859,C,300,0.2,Light,8.5,4,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0860,C,290,0,No rain,4.8,3,VIROT,140,624,Passenger,Ro-Ro/Passenger Ship,64
0861,C,300,0,No rain,5.5,3,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0862,C,300,0,No rain,3,2,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0863,C,237,0,No rain,6,3,PARCEL DAS PAREDES,150,440,Special Craft,Supply Vessel,81
0864,C,300,0,No rain,2.6,2,SPARTA MX,150,549,Special Craft,Pilot Vessel,12
0865,C,223,0,No rain,3.6,2,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0866,C,300,0,No rain,1.5,1,ABBOTSGRANGE,150,2,Special Craft,Suction Dredger,76
0867,C,300,0,No rain,3.8,2,TS MARRENTO,150,602,Tug,Tug,30
0868,C,254,0,No rain,6.2,3,SAAVEDRA TIDE,104,492,Special Craft,Offshore Supply Ship,84
0869,C,171,0,No rain,4.8,3,SIEM ATLAS,107,526,Special Craft,Offshore Supply Ship,88
0870,C,258,0,No rain,3.5,2,NORSUL ABROLHOS,150,415,Tug,Tug,33
0871,C,241,0,No rain,3.2,2,CONDOR HAMBURG,91,125,Cargo,Bulk Carrier,178
0872,C,288,0,No rain,4.7,3,ENDLESS SUMMER,138,162,Tanker,Oil/Chemical Tanker,183
0873,C,246,0,No rain,1.8,1,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0874,C,300,0,No rain,6.9,3,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0875,C,280,0,No rain,3.9,2,PILOT 08,130,451,Special Craft,Pilot Vessel,12
0876,C,300,0,No rain,3.2,2,TUBUL,150,605,Cargo,Container Ship,300
0877,C,219,0,No rain,3.6,2,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0878,C,300,0,No rain,4.4,2,C OURO,150,77,Special Craft,Offshore Supply Ship,72
0879,C,300,0,No rain,4.1,2,JOE GRIFFIN,150,273,Special Craft,Offshore Supply Ship,85
0880,C,258,0,No rain,6,3,ABBOTSGRANGE,150,2,Special Craft,Suction Dredger,76
0881,C,300,0,No rain,4.7,3,PILOT 09,150,452,Special Craft,Pilot Vessel,12
0882,C,226,0,No rain,3.6,2,GLOB,76,205,Tanker,Oil/Chemical Tanker,108
0883,C,300,0,No rain,2.1,1,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0884,C,300,0,No rain,4,2,FIGALIA PRUDENCE,150,179,Cargo,Bulk Carrier,229
0885,C,228,0,No rain,3.1,2,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0886,C,195,0,No rain,5.3,3,HANG BO 2002,115,237,Special Craft,Motor Hopper,72
0887,C,278,0,No rain,18.6,6,HANG BO 2002,128,237,Special Craft,Motor Hopper,72
0888,C,222,0,No rain,5.3,3,CBO ANITA,150,105,Special Craft,Offshore Supply Ship,75
0889,C,274,0,No rain,2.7,2,SEA MOBY DICK,150,511,Tug,Tug,24
0890,C,300,0,No rain,5,3,EPIC ST.THOMAS,150,163,Tanker,LPG Tanker,100
0891,C,300,0,No rain,4.8,3,MSC BARBARA,150,378,Cargo,Container Ship,303
0892,C,275,0,No rain,6.2,3,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0893,C,300,0,No rain,4.6,3,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0894,C,300,0,No rain,5.2,3,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0895,C,300,0,No rain,5.6,3,ARC RESOLVE,150,34,Cargo,Vehicles Carrier,199
0896,C,300,0,No rain,6.8,3,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0897,C,300,0.2,Light,6,3,TS METIDO,150,603,Tug,Tug,27
0898,C,300,0,No rain,5.8,3,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0899,C,230, - , - , - , - ,PILOT 08,80,451,Special Craft,Pilot Vessel,12
0900,C,300,0,No rain,2.2,1,PILOT 05,150,450,Special Craft,Pilot Vessel,11
0901,C,300, - , - , - , - ,ARAGONA,150,33,Tanker,Crude Oil Tanker,333
0902,C,300, - , - , - , - ,AEGEAN,150,8,Tanker,Crude Oil Tanker,333
0903,C,270, - , - , - , - ,ARAGONA,150,33,Tanker,Crude Oil Tanker,333
0904,C,300, - , - , - , - ,SAKURA CREST,150,496,Tanker,Oil/Chemical Tanker,170
0905,C,300,0,No rain,12.9,6,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0906,C,300,0,No rain,4.3,2,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0907,C,300,0,No rain,9.6,4,PILOT 09,150,452,Special Craft,Pilot Vessel,12
0908,C,300,0,No rain,3.8,2,PALMAS II,150,438,Tug,Tug,26
0909,C,300,0,No rain,7.4,4,PILOT 09,150,452,Special Craft,Pilot Vessel,12
0910,C,300,0,No rain,8.7,4,MERCOSUL ITAJAI,150,354,Cargo,Container Ship,195
0911,C,300,0,No rain,2.8,2,AGIOS DIMITRIOS,150,11,Cargo,Container Ship,299
0912,C,300,0,No rain,4.9,3,SIEM GIANT,150,527,Special Craft,Supply Vessel,88
0913,C,251,0,No rain,2.7,2,LOG IN PANTANAL,150,297,Cargo,Container Ship,182
0914,C,272,0,No rain,3.2,2,TISSOT RIO,150,584,Special Craft,Pilot Vessel,10
0915,C,300,0,No rain,2,1,DHT COLT,150,149,Tanker,Crude Oil Tanker,336
0916,C,300,0,No rain,2.6,2,SEAWAYS KENOSHA,150,518,Tanker,Oil/Chemical Tanker,183
0917,C,300,0,No rain,3.6,2,GRANDE BRASILE,150,221,Cargo,Ro-Ro/Container Carrier,214
0918,C,300,0,No rain,2.3,1,SIEM GIANT,150,527,Special Craft,Supply Vessel,88
0919,C,300,0,No rain,4.3,2,SUMMER,150,569,Cargo,Cargo,88
0920,C,300,0,No rain,4.8,3,DIAS I,150,150,Tanker,Crude Oil Tanker,330
0921,C,300,0,No rain,3.2,2,NAVE SPHERICAL,150,402,Tanker,Oil Products Tanker,330
0922,C,300, - , - , - , - ,VIOLANDO,150,623,Tanker,Crude Oil Tanker,274
0923,C,300, - , - , - , - ,PILOT 05,150,450,Special Craft,Pilot Vessel,11
0924,C,300, - , - , - , - ,PILOT 05,150,450,Special Craft,Pilot Vessel,11
0925,C,300,0,No rain,8.9,4,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0926,C,300,0,No rain,8.1,4,PILOT 09,150,452,Special Craft,Pilot Vessel,12
0927,C,300,0,No rain,6.4,3,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0928,C,300,0,No rain,7.4,4,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0929,C,235,0,No rain,7.6,4,MSC BARBARA,150,378,Cargo,Container Ship,303
0930,C,300,0,No rain,8.1,4,MAKEDONIKOS,150,328,Cargo,Bulk Carrier,200
0931,C,300,0,No rain,4.8,3,GRANDE BUENOS AIRES,150,222,Cargo,Ro-Ro/Container Carrier,214
0932,C,300,0,No rain,5.3,3,LINCOLN PARK,150,296,Tanker,Oil/Chemical Tanker,141
0933,C,300,0,No rain,4.5,3,SIEM GIANT,150,527,Special Craft,Supply Vessel,88
0934,C,211,0,No rain,1.7,1,MARAN LEO,61,336,Tanker,Crude Oil Tanker,333
0935,C,300,0,No rain,2,1,SONANGOL CAZENGA,150,546,Tanker,Crude Oil Tanker,274
0936,C,300,0,No rain,1.8,1,BELLA CIAO,150,58,Tanker,Crude Oil Tanker,274
0937,C,300,0,No rain,3,2,MSC DARDANELLES,150,384,Cargo,Container Ship,300
0938,C,289,0,No rain,7.5,4,FRONT CRYSTAL,139,190,Tanker,Crude Oil Tanker,276
0939,C,289,0,No rain,1.9,1,DHT BRONCO,139,148,Tanker,Crude Oil Tanker,333
0940,C,300,0,No rain,3,2,GSL ELEFTHERIA,150,231,Cargo,Container Ship,228
0941,C,300,0,No rain,2.2,1,CLEAROCEAN MAGIC,150,117,Tanker,Oil/Chemical Tanker,183
0942,C,256,0,No rain,8.8,4,TIGER,150,583,Special Craft,Motor Hopper,98
0943,C,300,0,No rain,8.6,4,AGIA VALENTINI,150,10,Cargo,Bulk Carrier,229
0944,C,201,0,No rain,2.4,1,PILOT 14,108,456,Special Craft,Pilot Vessel,12
0945,C,300,0,No rain,4.3,2,PILOT 20,150,457,Special Craft,Pilot Vessel,13
0946,C,300,7.4,Heavy,18.5,6,RED I,150,478,Special Craft,Pilot Vessel,12
0947,C,300,0,No rain,8.1,4,PALAU,150,437,Cargo,Bulk Carrier,177
0948,C,300,0,No rain,9,4,SONANGOL CABINDA,150,545,Tanker,Crude Oil Tanker,274
0949,C,300,0,No rain,13.6,6,MSC CORUNA,150,383,Cargo,Container Ship,270
0950,C,300,0,No rain,6.3,3,RB LEAH,150,475,Cargo,Bulk Carrier,229
0951,C,286,0,No rain,4.8,3,DENSA SHARK,150,145,Cargo,Bulk Carrier,292
0952,C,234,0,No rain,2.6,2,LELYSTAD,150,294,Special Craft,Suction Dredger,137
0953,C,300,0,No rain,2.9,2,JACAMAR ARROW,150,270,Cargo,General Cargo,199
0954,C,300,0,No rain,12.5,5,MSC NOA,150,390,Cargo,Container Ship,304
0955,C,300,0,No rain,6.9,3,KYPROS BRAVERY,150,288,Cargo,Bulk Carrier,225
0956,C,300,0,No rain,5.4,3,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0957,C,280,0,No rain,4.2,2,STATIA,130,558,Tanker,Crude Oil Tanker,274
0958,C,300,0,No rain,6.3,3,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0959,C,246,0,No rain,6.4,3,LOG IN PANTANAL,150,297,Cargo,Container Ship,182
0960,C,300,0,No rain,2.9,2,MARIPERLA,150,345,Cargo,Bulk Carrier,292
0961,C,222,0,No rain,4.9,3,CMA CGM NIAGARA,72,119,Cargo,Container Ship,300
0962,C,300,0,No rain,7.3,4,CHARMOSO,150,110,Fishing,Fishing Vessel,20
0963,C,280,0,No rain,3.8,2,CARLOTA BOLTEN,130,100,Cargo,Bulk Carrier,180
0964,C,300,0,No rain,3.6,2,PILOT 09,150,452,Special Craft,Pilot Vessel,12
0965,C,300,0,No rain,2.1,1,FRONT SANTIAGO,150,192,Tanker,Crude Oil Tanker,275
0966,C,300,0,No rain,3.5,2,PENTATHLON,150,447,Tanker,Crude Oil Tanker,274
0967,C,241,0,No rain,5.7,3,PILOT 05,91,450,Special Craft,Pilot Vessel,11
0968,C,300,0,No rain,2.6,2,ANDAMAN,150,21,Tanker,Crude Oil Tanker,333
0969,C,280,0,No rain,3.1,2,PILOT 09,150,452,Special Craft,Pilot Vessel,12
0970,C,260,0,No rain,5.8,3,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0971,C,284,0,No rain,2.2,1,PILOT 02,150,449,Special Craft,Pilot Vessel,12
0972,C,275,0,No rain,2.2,1,MSC SOFIA CELESTE,125,395,Cargo,Container Ship,300
0973,C,300,2.8,Moderate,6.1,3,GH NAVIGATOR,150,201,Special Craft,Offshore Supply Ship,77
0974,C,300,0,No rain,1.7,1,MARAN MARS,150,337,Tanker,Crude Oil Tanker,336
0975,C,141,0,No rain,4.4,2,DELPHINUS,78,144,Tug,Tug,32
0976,C,300,0,No rain,12,5,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0977,C,220,0,No rain,5.6,3,PILOT 12,150,455,Special Craft,Pilot Vessel,12
0978,C,300,0,No rain,3.5,2,SAAM CETUS,150,490,Special Craft,Mooring Vessel,32
0979,C,266,3.4,Moderate,7.4,4,CBO IPANEMA,116,107,Special Craft,Offshore Supply Ship,89
0980,C,300,0,No rain,8,4,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0981,C,300,0,No rain,2.7,2,JOSE AUGUSTO IV,150,279,Fishing,Fishing Vessel,24
0982,C,300,0,No rain,2.3,1,HOMERIC,150,247,Tanker,Crude Oil Tanker,274
0983,C,281,0,No rain, - , - ,DUBLIN EXPRESS,131,155,Cargo,Container Ship,281
0984,C,300,0,No rain,5.1,3,LOG IN PANTANAL,150,297,Cargo,Container Ship,182
0985,C,280,0,No rain,6.8,3,MERCOSUL SANTOS,130,355,Cargo,Container Ship,210
0986,C,237,0,No rain,15.3,6,MSC CATERINA,132,381,Cargo,Container Ship,300
0987,C,300,0,No rain, - , - ,SANTAMARIA,150,505,Cargo,Bulk Carrier,180
0988,C,300,0,No rain,9.2,4,LAVRAKI,150,293,Tanker,Oil/Chemical Tanker,145
0989,C,300,0,No rain,5.1,3,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0990,C,263,0,No rain,9.4,4,HANG BO 2002,113,237,Special Craft,Motor Hopper,72
0991,C,283,0,No rain,4.3,2,PILOT 09,133,452,Special Craft,Pilot Vessel,12
0992,C,252,0,No rain,9.1,4,PILOT 02,102,449,Special Craft,Pilot Vessel,12
0993,C,300,0,No rain,3,2,PILOT 09,150,452,Special Craft,Pilot Vessel,12
0994,C,278,0,No rain,2.9,2,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0995,C,300,0,No rain,3.4,2,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0996,C,214,0,No rain,3.5,2,FIRST SKY,150,180,Cargo,Bulk Carrier,200
0997,D,278,0,No rain,2.7,2,PILOT 10, - ,453,Special Craft,Pilot Vessel,11
0998,D,300,0,No rain,5.7,3,GSL VIOLETTA, - ,233,Cargo,Container Ship,277
0999,D,300,0,No rain,6,3,HUTTON / VILANO, - ,254,Cargo,Container Ship,222
1000,D,300,0,No rain,3,2,OCEANICASUB VII, - ,424,Special Craft,Multi Purpose Offshore Vessel,80
1001,D,300,0,No rain,7,4,ILHA DA TRINDADE, - ,256,Special Craft,Offshore Supply Ship,64
1002,D,300,0,No rain,8.1,4,NEW LOTUS, - ,407,Cargo,Bulk Carrier,180
1003,D,300,0,No rain,9.2,4,PILOT 10, - ,453,Special Craft,Pilot Vessel,11
1004,D,300,0,No rain,4.6,3,ILHA DA TRINDADE, - ,256,Special Craft,Offshore Supply Ship,64
1005,D,300,0,No rain,11.8,5,PILOT 10, - ,453,Special Craft,Pilot Vessel,11
1006,D,300,0,No rain,10.4,5,SKANDI PEREGRINO, - ,537,Special Craft,Anchor Handling Vessel,75
1007,D,300,0,No rain,3.2,2,SKANDI PEREGRINO, - ,537,Special Craft,Anchor Handling Vessel,75
1008,D,300,0,No rain,3.9,2,JOLANDA, - ,275,Cargo,Bulk Carrier,292
1009,D,300,0,No rain,1.5,1,CAPE PYLOS, - ,89,Cargo,Bulk Carrier,291
1010,D,300,0,No rain,6.7,3,PILOTS IV, - ,460,Fishing,Fishing Vessel,19
1011,D,300,0,No rain,5.1,3,PILOT 10, - ,453,Special Craft,Pilot Vessel,11
1012,D,300,0,No rain,4.4,2,DONG YUAN 502, - ,153,Special Craft,Offshore Supply Ship,53
1013,D,300,0,No rain,12.2,5,CBO ANITA, - ,105,Special Craft,Offshore Supply Ship,75
1014,D,210,0,No rain,3.5,2,SKANDI PEREGRINO, - ,537,Special Craft,Anchor Handling Vessel,75
1015,D,300,0,No rain,8.5,4,GLOBE CLEOPATRA, - ,206,Cargo,Bulk Carrier,190
1016,D,300,0,No rain,8.7,4,MONTY ORR TIDE, - ,368,Special Craft,Offshore Supply Ship,84
1017,D,300,0,No rain,8.6,4,MENINO DO RIO, - ,352,High-Speed Craft,High-Speed Craft,22
1018,D,300,0,No rain,3.4,2,DON IGNACIO, - ,152,Special Craft,Offshore Supply Ship,62
1019,D,245,0,No rain,5.8,3,CAPE SOUNIO, - ,90,Cargo,Container Ship,330
1020,D,300,0,No rain,3.9,2,ISTANBUL EXPRESS, - ,264,Cargo,Container Ship,300
1021,D,300,0,No rain,2.6,2,NQ ACACIA, - ,416,Tanker,Oil/Chemical Tanker,156
1022,D,300,0,No rain,4,2,MENINO DO RIO, - ,352,High-Speed Craft,High-Speed Craft,22
1023,D,300,0,No rain,1.6,1,ITAIPU, - ,265,Passenger,Passenger Ship,41
1024,D,210,0,No rain,6.4,3,PILOT 10, - ,453,Special Craft,Pilot Vessel,11
1025,D,170,0,No rain,3,2,SAAM CARIPUNA, - ,489,Tug,Tug,30
1026,D,300,0,No rain,3.6,2,COSTA FASCINOSA, - ,129,Passenger,Passenger Ship,290
1027,D,300,0,No rain,1.8,1,DAMAS / RIMAR, - ,141,Tanker,Oil/Chemical Tanker,183
1028,D,300,0,No rain,4.5,3,PEARL RIVER, - ,444,Special Craft,Suction Dredger,182
1029,D,300,0,No rain,3.8,2,PEARL RIVER, - ,444,Special Craft,Suction Dredger,182
1030,D,300,0,No rain,7.2,4,DONG YUAN 502, - ,153,Special Craft,Offshore Supply Ship,53
1031,D,270,0,No rain,5.3,3,SEABOURN QUEST, - ,512,Passenger,Passenger Ship,198
1032,D,300,0,No rain,2.4,1,APALOS, - ,29,Cargo,General Cargo,146
1033,D,300,0,No rain,2.1,1,PVT SUNRISE, - ,469,Tanker,Oil/Chemical Tanker,141
1034,D,300,0,No rain,2,1,PILOT 10, - ,453,Special Craft,Pilot Vessel,11
1035,D,300,0,No rain,8,4,CARLOS VIEIRA, - ,99,High-Speed Craft,High-Speed Craft,17
1036,D,300,0,No rain,1.8,1,SERENE SKY, - ,524,Cargo,Bulk Carrier,190
1037,D,300,0,No rain,3.3,2,NORMAND TURMALINA, - ,413,Special Craft,Anchor Handling Vessel,81
1038,D,300,0,No rain,3.1,2,ENCO, - ,161,Tug,Tug,33
1039,D,240,1.8,Moderate,13.7,6,JOSE DO PATROCINIO, - ,280,Tanker,Crude Oil Tanker,274
1040,D,300,0,No rain,2.1,1,SKANDI FLUMINENSE, - ,535,Tug,Tug/Supply Vessel,80
1041,D,300,0,No rain,1.6,1,TS EXIBIDO, - ,596,Tug,Tug,30
1042,D,300,0,No rain,2.1,1,SAAM CRUX, - ,491,Tug,Towing Vessel,32
1043,D,300,0,No rain,3.1,2,ENCO, - ,161,Tug,Tug,33
1044,D,240,1.8,Moderate,13.7,6,JOSE DO PATROCINIO, - ,280,Tanker,Crude Oil Tanker,274
1045,D,300,0,No rain,2.1,1,SKANDI FLUMINENSE, - ,535,Tug,Tug/Supply Vessel,80
1046,D,300,0,No rain,1.6,1,TS EXIBIDO, - ,596,Tug,Tug,30
1047,D,300,0,No rain,2.1,1,SAAM CRUX, - ,491,Tug,Towing Vessel,32
1048,D,130,0,No rain,3.5,2,TS INCRIVEL, - ,600,Tug,Tug,27
1049,D,300,0,No rain,3.1,2,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
1050,D,300,0,No rain,3.6,2,GRANDE AFRICA, - ,218,Cargo,Ro-Ro/Container Carrier,214
1051,D,300,0,No rain,1.5,1,MANDRIAO, - ,330,Special Craft,Offshore Supply Ship,76
1052,D,300,0,No rain,7,4,C QUARTZO, - ,78,Pleasure Craft,Pleasure Craft,32
1053,D,300,0,No rain,4.8,3,SAVEIROS GAIVOTA, - ,508,Special Craft,Offshore Supply Ship,62
1054,D,300,0,No rain,10.3,5,STARNAV AQUARIUS, - ,557,Special Craft,Offshore Supply Ship,90
1055,D,300,0,No rain,4.6,3,LOG IN PANTANAL, - ,297,Cargo,Container Ship,182
1056,D,300,0,No rain,2.1,1,TRACER, - ,591,Cargo,General Cargo,100
1057,D,300,0.6,Light,15.6,6,SIEM ATLAS, - ,526,Special Craft,Offshore Supply Ship,88
1058,D,300,0,No rain,5.9,3,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
1059,D,270,0,No rain,7.4,4,C OURO, - ,77,Special Craft,Offshore Supply Ship,72
1060,D,300,0,No rain,4.9,3,TS MARRENTO, - ,602,Tug,Tug,30
1061,D,300,0,No rain,3.1,2,M ILHAVO, - ,309,Tug,Tug,19
1062,D,300,0,No rain,4.3,2,CALAMAI II, - ,79,Fishing,Fishing Vessel,20
1063,D,121,0,No rain,4.9,3,NORMAND TURMALINA, - ,413,Special Craft,Anchor Handling Vessel,81
1064,D,300,1.2,Moderate,7.2,4,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
1065,D,130,0,No rain,15.2,6,CASTILLO DE HERRERA, - ,104,Tanker,Oil/Chemical Tanker,135
1066,D,300,0,No rain,15.1,6,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
1067,D,300,0,No rain,3.6,2,SELIN M, - ,523,Cargo,Bulk Carrier,177
1068,D,300,0,No rain,3,2,TS FABULOSO, - ,597,Tug,Tug,30
1069,D,300,0,No rain,1.8,1,ABDIAS NASCIMENTO, - ,3,Tanker,Crude Oil Tanker,274
1070,D,290,0,No rain,1.8,1,ROMULO ALMEIDA, - ,482,Tanker,Oil Products Tanker,183
1071,D,242,0,No rain,3,2,ENCO, - ,161,Tug,Tug,33
1072,D,300,0,No rain,5.7,3,SKANDI PEREGRINO, - ,537,Special Craft,Anchor Handling Vessel,75
1073,D,300,0,No rain,3.9,2,ILHA DA TRINDADE, - ,256,Special Craft,Offshore Supply Ship,64
1074,D,300,0,No rain,3.1,2,ADELIE, - ,6,Cargo,Bulk Carrier,188
1075,D,300,0,No rain,8.1,4,NORMAND CARIOCA, - ,410,Special Craft,Supply Vessel,88
1076,D,228,0,No rain,7.1,4,POLARIS 2, - ,463,Cargo,Livestock Carrier,150
1077,D,300,0,No rain,4.9,3,SAVEIROS ATOBA, - ,506,Special Craft,Offshore Supply Ship,72
1078,D,300,0,No rain,6.5,3,ILHA DA TRINDADE, - ,256,Special Craft,Offshore Supply Ship,64
1079,D,170,0,No rain,5.4,3,MAERSK VENTURA, - ,326,Special Craft,Offshore Supply Ship,81
1080,D,300,0.8,Light,2.1,1,SELIN M, - ,523,Cargo,Bulk Carrier,177
1081,D,290,0.2,Light,3,2,PILOT 08, - ,451,Special Craft,Pilot Vessel,12
1082,D,300,0,No rain,7.5,4,TS METIDO, - ,603,Tug,Tug,27
1083,D,300,0,No rain,3.2,2,LOG IN PANTANAL, - ,297,Cargo,Container Ship,182
1084,D,300,0,No rain,4.1,2,PAPA GOLFE, - ,439,Pleasure Craft,Pleasure Craft,36
1085,D,300,0,No rain,4.1,2,SAVEIROS ATOBA, - ,506,Special Craft,Offshore Supply Ship,72
1086,D,121,0,No rain,4.6,3,ENCO, - ,161,Tug,Tug,33
1087,D,300,0,No rain,3.6,2,MAERSK DHAKA, - ,311,Cargo,Container Ship,186
1088,D,121,0,No rain,2.6,2,ENCO, - ,161,Tug,Tug,33
1089,D,300,0,No rain,13.2,6,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
1090,D,300,0,No rain,4.5,3,ILHA DA TRINDADE, - ,256,Special Craft,Offshore Supply Ship,64
1091,D,180,0,No rain,4.5,3,MAHA AARTI, - ,327,Cargo,Bulk Carrier,200
1092,D,300,0,No rain,7.4,4,TALHA MAR, - ,577,Special Craft,Offshore Supply Ship,87
1093,D,300,0,No rain,8.6,4,STAR SIRIUS, - ,556,Tug,Tug,32
1094,D,300,0,No rain,6.9,3,MAERSK VEGA, - ,325,Special Craft,Offshore Supply Ship,89
1095,D,300,0,No rain,5.4,3,ILHA DA TRINDADE, - ,256,Special Craft,Offshore Supply Ship,64
1096,D,270,0,No rain,5,3,TOMINI SOLANO, - ,587,Cargo,Bulk Carrier,180
1097,D,300,0,No rain,5.2,3,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
1098,D,290,0,No rain,4.8,3,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
1099,D,300,0,No rain,3.4,2,C QUARTZO, - ,78,Pleasure Craft,Pleasure Craft,32
1100,D,300,0,No rain,3.5,2,C BRILHANTE, - ,76,Tug,Tug,32
1101,D,300,0,No rain,5.7,3,MSC AMALFI, - ,374,Cargo,Container Ship,300
1102,D,300,0,No rain,8.6,4,TS EXIBIDO, - ,596,Tug,Tug,30
1103,D,170,0,No rain,5.6,3,PILOT 09, - ,452,Special Craft,Pilot Vessel,12
1104,D,300,0,No rain,4.7,3,PU AN TONG / YANGTZE XING JIN, - ,468,Cargo,Bulk Carrier,229
1105,D,300,0,No rain,3.4,2,WATERBUCK, - ,628,Special Craft,Multi Purpose Offshore Vessel,70
1106,D,300,0,No rain,5.5,3,POLYANNA I, - ,465,Fishing,Fishing Vessel,17
1107,D,300,0,No rain,5.2,3,FULMAR, - ,194,Special Craft,Offshore Supply Ship,72
1108,D,300,0,No rain,3.3,2,IZUMO PRINCESS, - ,269,Tanker,Crude Oil Tanker,229
1109,D,300,0,No rain,4.4,2,IZUMO PRINCESS, - ,269,Tanker,Crude Oil Tanker,229
1110,D,300,0,No rain,8.2,4,MSC FANTASIA, - ,385,Passenger,Passenger Ship,333
1111,D,300,0,No rain,3,2,NORMAND PIONEER, - ,411,Tug,Tug/Supply Vessel,95
1112,D,300,0,No rain,6.1,3,MALINDI, - ,329,Cargo,Bulk Carrier,292
1113,D,300,0,No rain,1.6,1,FOMENTO ONE, - ,184,Cargo,Bulk Carrier,300
1114,D,300,0,No rain,2.2,1,BERGE KITA, - ,62,Cargo,Bulk Carrier,300
1115,D,300,0,No rain,2.2,1,CAP SAN LAZARO, - ,84,Cargo,Container Ship,331
1116,D,300,0,No rain,1.9,1,OLYMPIA ROAD, - ,428,Tanker,LPG Tanker,100
1117,D,300,0,No rain,0,1,MSC ORCHESTRA, - ,391,Passenger,Passenger Ship,294
1118,D,230,0,No rain,2.7,2,YOSOR, - ,638,Cargo,Livestock Carrier,123
1119,D,300,0,No rain,4.5,3,SANDSHAVID, - ,503,Fishing,Fishing Vessel,48
1120,D,300,1.4,Moderate,1.7,1,XIN RONG, - ,635,Cargo,Bulk Carrier,229
1121,D,300,0,No rain,4,2,SEAWAYS NIAGARA, - ,520,Tanker,Oil/Chemical Tanker,183
1122,D,300,0,No rain,3.1,2,YILDIZ, - ,637,Tanker,Oil/Chemical Tanker,184
1123,D,300,0,No rain,6.2,3,MONTY ORR TIDE, - ,368,Special Craft,Offshore Supply Ship,84
1124,D,300,0,No rain,2.1,1,SAAM CANIS, - ,488,Tug,Towing Vessel,32
1125,D,160,0,No rain,1.9,1,PILOT 08, - ,451,Special Craft,Pilot Vessel,12
1126,D,300,0,No rain,1.7,1,JOSE AIUB, - ,278,Tanker,Crude Oil Tanker,161
1127,D,300,0,No rain,2.1,1,PILOT 11, - ,454,Special Craft,Pilot Vessel,13
1128,D,300,0,No rain,7.8,4,ARCIMBALDO, - ,36,Tug,Tug,30
1129,D,300,0,No rain,5.3,3,MAERSK VEGA, - ,325,Special Craft,Offshore Supply Ship,89
1130,D,300,0,No rain,8.7,4,MSC VITA, - ,398,Cargo,Container Ship,300
1131,D,300,0.2,Light,8.3,4,TS FISSURADO, - ,599,Special Craft,Mooring Vessel,29
1132,D,300,0,No rain,11.4,5,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
1133,D,300,0,No rain,5.3,3,MOZU ARROW, - ,370,Cargo,Timber Carrier,185
1134,D,300,0,No rain,7.5,4,C OURO, - ,77,Special Craft,Offshore Supply Ship,72
1135,D,187,0,No rain,8.2,4,GSL MELINA, - ,232,Cargo,Container Ship,228
1136,D,300,0,No rain,2,1,NORMAND TURMALINA, - ,413,Special Craft,Anchor Handling Vessel,81
